edit_sim:analytic,edit_sim:innovation,edit_sim:technology,edit_sim_sent:analytic,edit_sim_sent:innovation,edit_sim_sent:technology,company,haskey:analytic,haskey:innovation,haskey:technology,tic,groundtruth:analytics,example_sent:analytics,start_year:analytics,Notes:analytics,Actuall User
0.3,0.363636364,0.2,omega healthcare ne apexonhealth v vasta global kaa adhigrhnn puuraa kiyaa,omega healthcare completes acquisition of apexonhealth and vasta global,omega healthcare ne apexonhealth v vasta global kaa adhigrhnn puuraa kiyaa,omega healthcare,0,0,0,OHI,,,,,
0.3,0.4375,0.2,diamondrock debuts the hythe a luxury collection resort vail colorado,diamondrock caps off a transformational year with the 175 5mm acquisition of two florida resorts,diamondrock acquires kimpton fort lauderdale beach resort,diamondrock hospitality company,0,0,0,DRH,,,,,
0.3,0.416666667,0.4,rpc inc announces leadership transition,rpc inc announces presentation at the barclays ceo energy power conference,rpc inc to present at the barclays ceo energy power conference,rpc inc.,0,0,0,RES,,,,,
0.3,0.454545455,0.2,guinness celebrates the season of giving with return of limited edition guinness gives back packs benefiting community relief efforts,all together now st patricks day is back and its time to rediscover the celebration with guinness,all together now st patricks day is back and its time to rediscover the celebration with guinness,diageo beer company usa,0,0,0,,,,,,
0.3,0.3,0.1,isos capital management appoints brian flinn as managing director,isos capital management appoints brian flinn as managing director,isos capital management appoints brian flinn as managing director,isos capital management,0,0,0,MMABD,,,,,
0.3,0.428571429,0.3,cgi completes implementation of agency wide financial management system at department of justice,cgi completes implementation of agency wide financial management system at department of justice,cgi expands inventory tracking services at marine corps bases,cgi federal inc.,0,0,0,ACFCD,,,,,
0.3,0.454545455,0.3,bit mining successfully delivers mining machines to kazakhstan,bit mining completes cash offer for shares of loto interactive,bit mining limited announces trading of adss under new english name and new ticker symbol,bit mining limited,0,0,0,BTCM,,,,,
0.3,0.5,0.4,uranium energy corp completes financing to expand physical uranium initiative,uranium energy corp completes financing to expand physical uranium initiative,uranium energy corp expands us warehoused physical uranium program to 5 million pounds u3o8,uranium energy corp,0,0,0,BROG,,,,,
0.3,0.4,1,binance and a consortium led by mdi ventures establish joint venture to grow the blockchain ecosystem in indonesia,binance and a consortium led by mdi ventures establish joint venture to grow the blockchain ecosystem in indonesia,binance launches payments technology company bifinity,binance,0,0,1,,,,,,
0.3,1,0.2,vegtech invest launches the vegtech plant based innovation  alternative proteins index,vegtech invest launches the vegtech plant based innovation  alternative proteins index,vegtech invest launches the vegtech plant based innovation  alternative proteins index,vegtech invest,0,1,0,VEE,,,,,
0.3,0.8,0.3,beautiful kitchens  baths magazine to unveil 30 most innovative products for 2022,beautiful kitchens  baths magazine to unveil 30 most innovative products for 2022,travel  leisure honors the people projects and products that are making the travelers world a better place,dotdash meredith,0,0,0,MDP,,,,,
0.3,0.727272727,0.3,gerdau sa announces increase in aggregate maximum tender consideration in connection with previously announced cash tender offer for certain of the outstanding 7000 bonds due 2020 5750 bonds due 2021 and 5893 bonds due 20,gerdau sa  consolidated information,gerdau sa announces final results of the cash tender offer for certain of the outstanding 4 750 bonds due 2023  5 893 bonds due 2024 and 4 875 bonds due 2027 ,gerdau s.a.,0,0,0,QGOG,,,,,
0.3,0.6,0.3,wework and yardi partner to jointly create the next generation of workplace management software,wework and yardi partner to jointly create the next generation of workplace management software,wework and yardi partner to jointly create the next generation of workplace management software,yardi,0,0,0,,,,,,
0.3,0.272727273,0.3,soci and olo partnership centralizes local data management for restaurants,soci and olo partnership centralizes local data management for restaurants,soci and olo partnership centralizes local data management for restaurants,soci,0,0,0,,,,,,
0.3,0.8,0.3,coldwell banker commercial welcomes new affiliated companies,coldwell banker commercial debuts innovative learning platform to connect professionals  inspire deals worldwide,coldwell banker commercial debuts innovative learning platform to connect professionals  inspire deals worldwide,coldwell banker commercial,0,0,0,BDX,,,,,
0.3,0.727272727,0.3,service corporation international announces completion of acquisition of stewart enterprises inc,ftc issues requests for additional information in connection with the service corporation international  stewart enterprises inc merger,service corporation international to host 2022 investor day on thursday may 5,service corporation international,0,0,0,ATNI,,,,,
0.3,0.2,0.3,new marshall plan for moms study finds child care benefits key to attracting retaining and advancing women at work,new marshall plan for moms study finds child care benefits key to attracting retaining and advancing women at work,new marshall plan for moms study finds child care benefits key to attracting retaining and advancing women at work,marshall plan for moms,0,0,0,,,,,,
0.3,0.7,0.3,infosys foundation usa partners with cbss mission unstoppable to spotlight three computer science teachers inspiring the next generation of stem innovators,infosys foundation usa partners with cbss mission unstoppable to spotlight three computer science teachers inspiring the next generation of stem innovators,launching infosys springboard in the us to increase access to 21st century digital skills and opportunities,infosys foundation usa,0,0,0,W,,,,,
0.3,0.538461538,0.3,spirit launches myrtle beach from manchester marking the airports first nonstop to south carolina,spirit launches new nonstop flights from manchester expands international connectivity,spirit launches myrtle beach from manchester marking the airports first nonstop to south carolina,manchester__boston regional airport,0,0,0,,,,,,
0.3,0.6,0.2,highland global allocation fund declares monthly distributions of 0 081 per share,highland global allocation fund declares monthly distributions of 0 081 per share,highland global allocation fund declares monthly distributions of 0 081 per share,highland global allocation fund,0,0,0,HGLB,,,,,
0.3,0.3,1,roostify partners with ellie mae to offer borrower friendly and transparent workflow management offering to lenders,roostify partners with ice mortgage technology eclose to deliver better digital closing experience,roostify partners with ice mortgage technology eclose to deliver better digital closing experience,roostify,0,0,1,,,,,,
0.3,0.6,0.3,poly announces leadership transition,poly introduces the next generation of savi wireless headsets,poly announces upcoming event with financial community,plantronics inc.,0,0,0,PLT,,,,,
0.3,0.3,0.3,portfolio management roles changing in royce premier fund,portfolio manager boniface zaino to lead team managing royce opportunity fund,portfolio management roles changing in royce premier fund,royce investment partners,0,0,0,VRTSV,,,,,
0.3,0.5,0.4,cgi to develop data management environment at department of the interiors office of natural resources revenue,cgi selected to develop the common catalog platform for the us general services administration,cgi selected to develop the common catalog platform for the us general services administration,cgi federal,0,0,0,ACFCD,,,,,
0.3,0.3,0.5,guidehouse launches building the clean hydrogen economy consortium,guidehouse launches building the clean hydrogen economy consortium,guidehouse launches building the clean hydrogen economy consortium,guidehouse,0,0,0,,,,,,
0.3,0.636363636,0.3,securityscorecard security ratings certified as coupa business spend management platform ready,securityscorecard and ihs markit partner to deliver integration solutions for a 360 degree view of risk,securityscorecard partners with tenable to deliver complete cyber risk monitoring,securityscorecard,0,0,0,SEE,,,,,
0.3,0.4,0.2,curator hotel  resort collection selects stayntouch as a preferred pms partner,curator hotel  resort collection selects stayntouch as a preferred pms partner,curator hotel  resort collection selects stayntouch as a preferred pms partner,stayntouch,0,0,0,CUU,,,,,
0.3,1,0.3,fidelity national financial announces appointment of brian maughan to chief innovation officer,fidelity national financial announces appointment of brian maughan to chief innovation officer,fidelity national financial and fgl holdings announce receipt of regulatory approvals and anticipated closing date for merger,fidelity national financial inc. fgl holdings,0,1,0,FNF,,,,,
0.3,0.5,0.4,cushing mlp  infrastructure total return fund announces monthly distribution and continuation of management fee waiver,cushing mlp  infrastructure total return fund announces monthly distribution and continuation of management fee waiver,cushing energy income fund announces monthly distribution and continuation of management fee waiver,cushing%AE asset management lp,0,0,0,,,,,,
0.3,0.727272727,0.2,permian basin royalty trust announces april cash distribution and 2022 reserve quantities,permian basin royalty trust announces new contact information,permian basin royalty trust announces may cash distribution,permian basin royalty trust,0,0,0,,,,,,
0.3,0.4,0.2,saul centers inc closes offering of 4 000 000 depositary shares representing interests in its 6 000 series e cumulative redeemable preferred stock and announces redemption of 4 200 000 depositary shares representing interests i,saul centers inc closes offering of 4 000 000 depositary shares representing interests in its 6 000 series e cumulative redeemable preferred stock and announces redemption of 4 200 000 depositary shares representing interests i,saul centers inc announces tax treatment of 2021 dividends,saul centers inc.,0,0,0,BFS,,,,,
0.3,0.3,0.2,daon announces partnership with carnival cruise line to facilitate safe passenger travel,daon announces partnership with carnival cruise line to facilitate safe passenger travel,daon announces partnership with carnival cruise line to facilitate safe passenger travel,daon,0,0,0,,,,,,
0.3,1,0.2,columbus craft meats adds to premium panino portfolio with new innovation,columbus craft meats adds to premium panino portfolio with new innovation,the perfect charcuterie bite is now in reach thanks to columbus craft meats,columbus,0,1,0,CMCO,,,,,
0.3,0.2,0.3,clearsense and leidos work together to transform healthcare data,clearsense and leidos work together to transform healthcare data,clearsense and leidos work together to transform healthcare data,clearsense llc,0,0,0,,,,,,
0.3,0.545454545,0.3,the cato corporation announces cfo transition plans,the cato corporation announces cfo transition plans,joint venture between lincoln harris and the cato corporation files for rezoning for york county site in south carolina,the cato corporation,0,0,0,ARTLP,,,,,
0.3,0.4,0.4,sempra infrastructure and kogas sign mou exploring new infrastructure opportunities for energy transition,sempra infrastructure and kogas sign mou exploring new infrastructure opportunities for energy transition,sempra infrastructure and kogas sign mou exploring new infrastructure opportunities for energy transition,sempra north american infrastructure,0,0,0,NGA,,,,,
0.3,0.3,0.3,nelnet bank becomes first industrial bank to begin operating in 12 years,nelnet bank launches private student loan product,nelnet bank becomes first industrial bank to begin operating in 12 years,nelnet bank,0,0,0,AMBKW,,,,,
0.3,0.6,0.3,new study global ctv impressions outpace mobile accounting for nearly half of video impressions,innovid to participate in may and june 2022 investor conferences,new study global ctv impressions outpace mobile accounting for nearly half of video impressions,innovid,0,0,0,CTV,,,,,
0.285714286,0.5,0.3,hawaiian holdings announces webcast of investor presentation at the 2021 wolfe transportation and industrials conference,hawaiian holdings announces webcast of investor presentation at the 2021 wolfe transportation and industrials conference,hawaiian holdings inc prices 750 million convertible senior notes offering,hawaiian holdings inc.,0,0,0,HA,,,,,
0.285714286,0.5,0.2,phunware partners with accion labs to provide mobile solutions for digital transformation,phunware partners with accion labs to provide mobile solutions for digital transformation,phunware partners ne ddijittl ruupaantrnn ke lie mobaail smaadhaan prdaan krne hetu accion labs ke saath bhaagiidaarii kii,accion labs,0,0,0,CIMA,,,,,
0.285714286,0.461538462,0.3,advanced drainage systems and the columbus blue jackets celebrate sustainability night,ohio state ads launch sustainability collaboration on water recycling,ohio state ads launch sustainability collaboration on water recycling,advanced drainage systems inc.,0,0,0,WMS,,,,,
0.285714286,0.3,0.4,chunghwa telecom issues nt3 5bn sustainability bond first sustainable bond issued among taiwan telcos,asian telecom operators form asia nfc alliance,chunghwa telecom issues nt3 5bn sustainability bond first sustainable bond issued among taiwan telcos,chunghwa telecom,0,0,0,ALGX,,,,,
0.285714286,0.5,0.4,enlink midstream and talos energy announce complete carbon capture transportation and sequestration services solution,enlink midstream and talos energy announce complete carbon capture transportation and sequestration services solution,enlink midstream and talos energy announce complete carbon capture transportation and sequestration services solution,enlink midstream llc,0,0,0,ENLC,,,,,
0.285714286,0.5,0.3,iasa rating downgrade the safety oversight applied by the mexican aviation authority from category 1 to category 2 by the federal aviation administration,iasa rating downgrade the safety oversight applied by the mexican aviation authority from category 1 to category 2 by the federal aviation administration,iasa rating downgrade the safety oversight applied by the mexican aviation authority from category 1 to category 2 by the federal aviation administration,controladora vuela compania de aviacion s.a.b. de c.v. __ volaris,0,0,0, ,,,,,
0.285714286,0.3,0.3,banco santander mexico announces that it has been included in the sustainability yearbook 2021 of sp global for its strong performance in esg matters,banco santander mexico informs that it has called its shareholders to a meeting to approve the payment of a dividend and the delisting of its shares,banco santander mexico announces that it has been included in the sustainability yearbook 2021 of sp global for its strong performance in esg matters,banco santander mxico s.a.,0,0,0, ,,,,,
0.285714286,0.5,0.3,enel chile announces results of tender offers for enel generacion shares and adss and satisfaction of conditions of the reorganization,enel chile announces results of tender offers for enel generacion shares and adss and satisfaction of conditions of the reorganization,enel chile announces results of tender offers for enel generacion shares and adss and satisfaction of conditions of the reorganization,enel chile,0,0,0,ENL ,,,,,
0.285714286,0.3,0.3,yum china continues its leading ranking in the dow jones sustainability indices,yum china certified top employer china for fourth consecutive year honoring the companys commitment to employee care and sustainable career development,yum china ranked among the top 100 companies globally for gender equality by equileap,yum china holdings inc.,0,0,0,YUMC,,,,,
0.272727273,0.454545455,0.4,eve an embraer company to list on nyse through business combination with zanite acquisition corp,eve an embraer company to list on nyse through business combination with zanite acquisition corp,eve an embraer company to list on nyse through business combination with zanite acquisition corp,eve,0,0,0,EVEX,,,,,
0.272727273,0.5,0.2,ohio valley banc corp completes acquisition of milton bancorp inc,ovbc announces special dividend and wiseman promotion,ohio valley banc corp announces stock buyback program,ohio valley banc corp.,0,0,0,OVBC,,,,,
0.272727273,0.3,0.2,pactera edge announces new partnership with udemy business to provide full time employees enhanced skill building opportunities,pactera edge announces new partnership with udemy business to provide full time employees enhanced skill building opportunities,pactera edge announces new partnership with udemy business to provide full time employees enhanced skill building opportunities,pactera edge,0,0,0,PROVIDE FUL ,,,,,
0.272727273,0.727272727,0.3,asep medical holdings inc to hold online investor information webinar on march 3 2022,asep medical holdings inc to hold online investor information webinar on march 3 2022,asep medical holdings inc to hold online investor information webinar on march 3 2022,asep medical holdings inc.,0,0,0,AMEH,,,,,
0.272727273,0.3,0.2,liberty and meta announce expansion of renewables partnership to include 112 mw deerfield ii wind project in michigan,liberty and meta announce expansion of renewables partnership to include 112 mw deerfield ii wind project in michigan,liberty and meta announce expansion of renewables partnership to include 112 mw deerfield ii wind project in michigan,liberty,0,0,0,GLIBA,,,,,
0.272727273,0.4,0.4,earthstone announces closing of bighorn acquisition and closing of debt and equity financings,earthstone provides update on operations 2022 guidance and proved reserves,earthstone energy announces pricing of private offering of 550 million of senior unsecured notes due 2027,earthstone energy inc.,0,0,0,ESTE,,,,,
0.272727273,0.4,0.3,wheaton precious metals llega a un acuerdo en la disputa de impuestos canadienses sobre los ingresos extranjeros,wheaton precious metals llega a un acuerdo en la disputa de impuestos canadienses sobre los ingresos extranjeros,wheaton precious metals recommends shareholders reject trc capitals mini tender offer,wheaton precious metals corp.,0,0,0,WPM,,,,,
0.272727273,0.3,0.3,trueblues peopleready peoplescout and peoplemanagement named top workplaces for 2nd consecutive year,trueblue partners with feeding america to help address food insecurity throughout us,hro today names four trueblue leaders as 2021 hr superstars,trueblue,0,0,0,TBI,,,,,
0.272727273,0.4,0.4,instacart and dollar tree expand partnership to offer delivery in as fast as one hour from nearly 13 000 dollar tree and family dollar stores nationwide,instacart and family dollar partner to launch national same day delivery,instacart partners with office depot to offer same day delivery of office and school supplies,instacart,0,0,0, ,,,,,
0.272727273,0.545454545,0.3,milberg announces opportunity for investors with substantial losses to lead the stable road acquisition corp class action lawsuit  srac sracw sracu,milberg coleman bryson phillips grossman llc announces the filing of a securities class action on behalf of international business machines corporation ibm investors,milberg coleman bryson phillips grossman llc announces the filing of a securities class action on behalf of international business machines corporation ibm investors,milberg coleman bryson phillips grossman pllc,0,0,0,R,,,,,
0.272727273,0.545454545,0.4,actonenergy cabot corporation team up on major energy efficiency initiatives,actonenergy cabot corporation team up on major energy efficiency initiatives,ameren illinois customers will see savings from new energy law,ameren illinois,0,0,0,AEE,,,,,
0.272727273,0.545454545,0.3,galiano gold provides exploration drilling update,galiano gold provides exploration drilling update,galiano gold announces passing of coo,galiano gold inc.,0,0,0,KOR,,,,,
0.272727273,0.363636364,0.2,ap acquisition corp announces the separate trading of its class a ordinary shares and warrants commencing february 7 2022,ap acquisition corp announces the separate trading of its class a ordinary shares and warrants commencing february 7 2022,ap acquisition corp announces the separate trading of its class a ordinary shares and warrants commencing february 7 2022,ap acquisition corp,0,0,0,APCA,,,,,
0.272727273,0.2,0.2,gi alliance and uspi form partnership to expand gi presence in texas,gi alliance and uspi form partnership to expand gi presence in texas,gi alliance and uspi form partnership to expand gi presence in texas,gi alliance,0,0,0,,,,,,
0.272727273,0.384615385,0.3,veolia north america dupont partnership achieves significant reductions in greenhouse gas emissions,veolia recognized for environmental excellence via iso 14001 certification,veolia north america dupont partnership achieves significant reductions in greenhouse gas emissions,veolia north america,0,0,0,HMNA,,,,,
0.272727273,0.727272727,0.3,plex systems achieves international information security standards iso 27001 certification,plex systems achieves international information security standards iso 27001 certification,plex systems achieves international information security standards iso 27001 certification,plex systems inc,0,0,0,AONE,,,,,
0.272727273,0.3,0.3,evo foods and ginkgo bioworks announce partnership to develop animal free egg products,evo foods and ginkgo bioworks announce partnership to develop animal free egg products,evo foods and ginkgo bioworks announce partnership to develop animal free egg products,evo foods usa inc,0,0,0,,,,,,
0.272727273,0.545454545,0.272727273,blue ridge bankshares inc and fvcbankcorp inc announce transformational combination to create a top performing financial institution,blue ridge bankshares inc and fvcbankcorp inc announce transformational combination to create a top performing financial institution,blue ridge bankshares and fvcbankcorp mutually agree to terminate merger agreement,blue ridge bankshares inc.,0,0,0,CM,,,,,
0.272727273,0.5,0.2,caterpillar foundation announces global environmental partnership with one tree planted,caterpillar foundation supports urgent humanitarian needs for the ukrainian people,caterpillar foundation supports urgent humanitarian needs for the ukrainian people,caterpillar foundation,0,0,0,FFWM,,,,,
0.272727273,0.3,0.4,tanger outlets celebrates spring with launch of tangerstyle 2022,tanger outlets celebrates back to school shopping season with tangerstyle,tanger outlets celebrates back to school shopping season with tangerstyle,tanger outlets,0,0,0,,,,,,
0.272727273,0.4,0.4,divinc houston launches inaugural 5g sports tech accelerator in partnership with verizon,divinc houston launches inaugural 5g sports tech accelerator in partnership with verizon,divinc houston launches inaugural 5g sports tech accelerator in partnership with verizon,divinc,0,0,0,,,,,,
0.272727273,0.4,0.3,arch street capital and orion announce single tenant office partnership,arch street capital and orion announce single tenant office partnership,arch street capital and orion announce single tenant office partnership,arch street capital advisors llc.,0,0,0,ACGL,,,,,
0.272727273,0.727272727,0.2,vionic celebrates national flip flop day by promoting comfort with empowering information,vionic celebrates national flip flop day by promoting comfort with empowering information,vionic svp and gm angela caltagirone honored by dress for success in its your hour her power campaign,vionic,0,0,0,,,,,,
0.272727273,0.454545455,0.2,dealerrater enhances salesperson connect features employee profiles on carscom,dealerrater rolls out enhanced connections products to automate the process and help dealers sell more cars faster,dealerrater enhances salesperson connect features employee profiles on carscom,dealerrater,0,0,0,,,,,,
0.272727273,0.454545455,0.3,sportradar and ballys interactive announce five year us sports betting deal,sportradar and ballys interactive announce five year us sports betting deal,ballys releases round 2 predictor game to delight college hoops prize seekers,ballys interactive,0,0,0,XSON,,,,,
0.272727273,0.3,0.2,pacaso debuts first ever global advertising campaign own it,pacaso debuts first ever global advertising campaign own it,pacaso debuts first ever global advertising campaign own it,pacaso,0,0,0,,,,,,
0.272727273,0.636363636,0.3,data vault holdings inc adds zendesk integration to datavault platform to bolster customer experience,data vault holdings inc adds zendesk integration to datavault platform to bolster customer experience,data vault holdings expands expertise in artificial intelligence machine learning and big data appoints tony evans of c3 ai to advisory board,data vault holdings inc.,0,0,0,NRGV,,,,,
0.272727273,0.454545455,0.4,liberty energy and seismos partner up to provide real time stimulation qc,liberty energy and seismos partner up to provide real time stimulation qc,liberty energy and seismos partner up to provide real time stimulation qc,seismos inc.,0,0,0,,,,,,
0.272727273,0.363636364,0.2,kensington capital acquisition corp iv announces the separate trading of its class 1 warrants and new units commencing april 22 2022,kensington capital acquisition corp iv announces the separate trading of its class 1 warrants and new units commencing april 22 2022,kensington capital acquisition corp iv announces the separate trading of its class 1 warrants and new units commencing april 22 2022,kensington capital acquisition corp. iv,0,0,0,KCAC,,,,,
0.272727273,0.363636364,0.2,metalla completes acquisition of 5 royalty on equinox golds castle mountain gold mine,metalla completes acquisition of 5 royalty on equinox golds castle mountain gold mine,metalla completes acquisition of 5 royalty on equinox golds castle mountain gold mine,metalla royalty and streaming ltd.,0,0,0,,,,,,
0.272727273,0.3,0.2,dieste named lala advertising agency,dieste appoints abe garcia to chief creative officer,dieste appoints abe garcia to chief creative officer,dieste,0,0,0,DNEE,,,,,
0.272727273,0.454545455,0.2,pala band of mission indians enters into agreement to sell pala interactive llc to boyd gaming for 170 million,pala band of mission indians enters into agreement to sell pala interactive llc to boyd gaming for 170 million,pala band of mission indians enters into agreement to sell pala interactive llc to boyd gaming for 170 million,pala band of mission indians,0,0,0,,,,,,
0.272727273,0.363636364,0.4,hnrc provides update on cunningham energy acquisition,hnrc provides update on cunningham energy acquisition,hnrc provides update on cunningham energy acquisition,houston natural resources corp.,0,0,0,CHNR,,,,,
0.272727273,0.416666667,0.2,visa and popid form partnership to launch facial verification payments in the middle east,visa et popid forment un partenariat pour lancer les paiements par verification faciale au moyen orient,visa und popid schliessen sich zur einfuhrung von zahlungen per gesichtsuberprufung im nahen osten zusammen,popid,0,0,0,,,,,,
0.272727273,0.636363636,0.2,leading low code integration platform launches partner program to empower enterprises to accelerate their digital journeys,leading low code integration platform launches partner program to empower enterprises to accelerate their digital journeys,leading low code integration platform launches partner program to empower enterprises to accelerate their digital journeys,digibee,0,0,0,,,,,,
0.272727273,0.4,0.2,houston based marble capital enters into partnership agreement with navigator global investments,houston based marble capital enters into partnership agreement with navigator global investments,houston based marble capital enters into partnership agreement with navigator global investments,marble capital,0,0,0,ACAS,,,,,
0.272727273,0.363636364,0.2,chardan co sponsors and acts as sole bookrunner in cleantech acquisition corps 172 5 million ipo,chardan co sponsors and acts as sole bookrunner in cleantech acquisition corps 172 5 million ipo,chardan acts as ma and lead financial advisor in neos sale to sky,chardan,0,0,0,,,,,,
0.272727273,0.545454545,0.2,neiman marcus group celebrates earth month with in store activations and speaking events reinforcing its 2025 esg goals,neiman marcus group celebrates earth month with in store activations and speaking events reinforcing its 2025 esg goals,neiman marcus group celebrates earth month with in store activations and speaking events reinforcing its 2025 esg goals,neiman marcus holding company inc.,0,0,0,ACTIVATIONS AND P,,,,,
0.272727273,0.3,0.3,royce global value trust inc announces non fundamental investment policy change,royce global value trust inc announces non fundamental investment policy change,royce global value trust inc announces non fundamental investment policy change,royce global value trust,0,0,0,RGT,,,,,
0.272727273,0.2,0.3,pepsi releases limited batch of pepsi maple syrup cola in partnership with ihop,pepsi releases limited batch of pepsi maple syrup cola in partnership with ihop,pepsi releases limited batch of pepsi maple syrup cola in partnership with ihop,pepsico beverages north america,0,0,0,HMNA,,,,,
0.272727273,0.5,1,digital technology supercluster accelerates progress towards the mine of the future with new sustainable biomining solution,digital technology supercluster accelerates progress towards the mine of the future with new sustainable biomining solution,digital technology supercluster accelerates progress towards the mine of the future with new sustainable biomining solution,digital technology supercluster,0,0,1,,,,,,
0.25,0.2,0.4,sense alliant energy and cadmus collaborate on new study,sense alliant energy and cadmus collaborate on new study,sense alliant energy and cadmus collaborate on new study,sense,0,0,0,,,,,,
0.25,0.2,0.3,tony colletti appointed to the board of directors of the company,tony colletti appointed to the board of directors of the company,tony colletti appointed to the board of directors of the company,international battery metals ltd.,0,0,0,TOO,,,,,
0.25,0.3,0.2,real announces filing of preliminary base shelf prospectus,real announces filing of preliminary base shelf prospectus,real announces filing of preliminary base shelf prospectus,the real brokerage inc,0,0,0,REAX,,,,,
0.25,0.3,0.3,mitsui to invest in renew powers round the clock project,mitsui to invest in renew powers round the clock project,mitsui to invest in renew powers round the clock project,renew energy global plc.,0,0,0,RNW,,,,,
0.25,0.25,0.75,nextplay technologies selected by dig to offer fiat payment and banking services for its blockchain powered nft game realms of ethernity,nextplay technologies selected by dig to offer fiat payment and banking services for its blockchain powered nft game realms of ethernity,nextplay technologies selected by dig to offer fiat payment and banking services for its blockchain powered nft game realms of ethernity,decentralised investment group dig nextplay technologies,0,0,0,Y,,,,,
0.25,0.3,0.2,ticket sales now open for 2022 lpga cognizant founders cup at upper montclair country club in clifton nj from may 9 15,ticket sales now open for 2022 lpga cognizant founders cup at upper montclair country club in clifton nj from may 9 15,ticket sales now open for 2022 lpga cognizant founders cup at upper montclair country club in clifton nj from may 9 15,lpga founders cup,0,0,0,P,,,,,
0.25,0.2,0.2,blackbird hires sumit rai as chief product officer,blackbird hires sumit rai as chief product officer,blackbird hires sumit rai as chief product officer,blackbird plc,0,0,0,,,,,,
0.25,0.454545455,0.2,nektar and bristol myers squibb announce update on clinical development program for bempegaldesleukin bempeg in combination with opdivo nivolumab,nektar and bristol myers squibb announce update on clinical development program for bempegaldesleukin bempeg in combination with opdivo nivolumab,nektar and bristol myers squibb announce update on clinical development program for bempegaldesleukin bempeg in combination with opdivo nivolumab,nektar therapeutics bristol myers squibb,0,0,0,BMY,,,,,
0.25,0.2,0.2,woundgenex partners with mimedx to launch premier graft program to wound care providers nationwide,woundgenex partners with mimedx to launch premier graft program to wound care providers nationwide,woundgenex partners with mimedx to launch premier graft program to wound care providers nationwide,woundgenex,0,0,0,,,,,,
0.25,0.4,0.2,texas community bancshares inc announces addition of four new board members,texas community bancshares inc announces addition of four new board members,texas community bancshares inc announces addition of four new board members,texas community bancshares inc.,0,0,0,TCBS,,,,,
0.25,0.25,0.2,five9 partners with cresta to deliver ai driven real time intelligence,five9 partners with cresta to deliver ai driven real time intelligence,five9 partners with cresta to deliver ai driven real time intelligence,cresta,0,0,0,FII,,,,,
0.25,0.3,0.3,european wax center introduces ewc rewards and new guest app,european wax center announces 900th center opening,european wax center ranked best in category in entrepreneurs highly competitive franchise 500,european wax center,0,0,0,EWCZ,,,,,
0.25,0.538461538,0.3,weatherford announces upgrade in credit rating to b  from ccc outlook stable,weatherford international plc announces closing of senior notes offering,weatherford international plc announces closing of senior notes offering,weatherford international plc,0,0,0,WFRD,,,,,
0.25,0.3,0.2,elah holdings inc announces update to board of directors,elah holdings inc announces update to board of directors,elah holdings inc announces update to board of directors,elah holdings inc.,0,0,0,AGMH,,,,,
0.25,0.3,0.3,volvo group partners with nvidia to develop advanced ai platform for autonomous trucks,volvo group partners with nvidia to develop advanced ai platform for autonomous trucks,volvo group partners with nvidia to develop advanced ai platform for autonomous trucks,ab volvo,0,0,0,VOLV,,,,,
0.25,0.3,0.2,mill city ventures iii and ammo to partner on gunbrokercom customer financing,mill city ventures iii and ammo to partner on gunbrokercom customer financing,mill city ventures iii and ammo to partner on gunbrokercom customer financing,mill city ventures iii ltd.,0,0,0,,,,,,
0.25,0.3,0.2,visible and match group team up to offer a registry for singles this wedding season,visible and match group team up to offer a registry for singles this wedding season,visible and match group team up to offer a registry for singles this wedding season,visible,0,0,0,,,,,,
0.25,0.5,0.3,the capri family foundation files updated fairness opinion extends expiration date of its tender offer for shares of optibase ltd nasdaq obas,the capri family foundation files updated fairness opinion extends expiration date of its tender offer for shares of optibase ltd nasdaq obas,the capri family foundation files updated fairness opinion extends expiration date of its tender offer for shares of optibase ltd nasdaq obas,capri family foundation,0,0,0,S,,,,,
0.25,0.545454545,0.3,leading poultry producer pilgrims pride corporation chooses gravity as its agency of record,leading poultry producer pilgrims pride corporation chooses gravity as its agency of record,leading poultry producer pilgrims pride corporation chooses gravity as its agency of record,gravity,0,0,0,,,,,,
0.25,0.384615385,0.2,the paleo diet partners with where food comes from to manage the official paleo diet third party verified food certification program,the paleo diet partners with where food comes from to manage the official paleo diet third party verified food certification program,the paleo diet partners with where food comes from to manage the official paleo diet third party verified food certification program,the paleo diet llc,0,0,0,R,,,,,
0.25,0.2,0.2,equifax and fiserv partner to advance digital commerce with data,equifax and fiserv partner to advance digital commerce with data,equifax and fiserv partner to advance digital commerce with data,equifax inc. and fiserv inc.,0,0,0,,,,,,
0.25,0.5,0.4,washington trust bancorp inc announces date of virtual shareholders meeting,washington trust bancorp inc announces remote access option for annual meeting of shareholders,washington trust bancorp inc announces annual meeting of shareholders will be held solely through remote audio access,washington trust bancorp inc.,0,0,0,WASH,,,,,
0.25,0.3,0.3,american woodmark carving out improved supply chain efficiency with tecsys elite wms,american woodmark carving out improved supply chain efficiency with tecsys elite wms,american woodmark carving out improved supply chain efficiency with tecsys elite wms,tecsys inc.,0,0,0,,,,,,
0.25,0.538461538,0.230769231,crayola nasa and harpercollins childrens books celebrate the 75th anniversary of goodnight moon with a colorful read along draw along event from the international space station,crayola nasa and harpercollins childrens books celebrate the 75th anniversary of goodnight moon with a colorful read along draw along event from the international space station,crayola nasa and harpercollins childrens books celebrate the 75th anniversary of goodnight moon with a colorful read along draw along event from the international space station,crayola,0,0,0,H,,,,,
