vid,actor_action_label,start_time,end_time,height,width,num_frames,num_labeled_frames,split_no,split,fids
la8XW39FKRY,72,00:00:15,00:00:18,320,568,91,3,0,train,00015;;;00030;;;00045
lb5H1xiXyCQ,72,00:00:07,00:00:10,320,426,45,3,0,train,00007;;;00014;;;00021
lbtDvK_HmgQ,35,00:01:51,00:01:53,320,568,60,3,0,train,00010;;;00020;;;00030
ld4Kl7GzYv4,18,00:00:01,00:00:07,320,568,180,5,0,train,00030;;;00060;;;00090;;;00120;;;00150
ldnLxTablA8,18,00:00:01,00:00:09,320,388,240,3,0,train,00040;;;00080;;;00120
leTKfKtJ32A,77,00:00:06,00:00:09,320,568,90,3,0,train,00015;;;00030;;;00045
lgVKAM7PzuE,78,00:06:40,00:06:44,320,568,120,3,0,train,00020;;;00040;;;00060
ljpy2HKGhtk,54,00:01:01,00:01:04,320,568,90,3,0,train,00015;;;00030;;;00045
llnotaUjG20,72,00:00:08,00:00:13,320,426,75,3,0,train,00012;;;00024;;;00036
lmVQrHsZWSs,57,00:00:31,00:00:33,320,568,48,3,0,train,00008;;;00016;;;00024
lmaWLU6uTvU,28,00:00:11,00:00:14,320,320,91,3,0,train,00015;;;00030;;;00045
lnPqFq1lIGg,18,00:21:30,00:21:32,320,568,50,3,0,train,00008;;;00016;;;00024
lqCEzGo3z74,41,00:00:01,00:00:09,320,568,240,3,0,train,00040;;;00080;;;00120
lr9UECE5faE,21,00:00:12,00:00:16,320,568,121,3,0,train,00020;;;00040;;;00060
lsyccKHwnRU,44,00:00:23,00:00:27,320,426,120,3,0,train,00020;;;00040;;;00060
lvb7B8pd1BE,78,00:01:30,00:01:34,320,568,121,3,0,train,00020;;;00040;;;00060
lwEnewacY9E,73,00:00:20,00:00:26,320,426,180,3,0,train,00030;;;00060;;;00090
lwFBg8V4HMk,66,00:00:04,00:00:07,320,426,30,3,0,train,00005;;;00010;;;00015
lxAmJ4MSmFI,35,00:00:07,00:00:12,320,426,150,3,0,train,00025;;;00050;;;00075
lyV92G0JJQw,36,00:00:00,00:00:08,320,568,241,3,0,train,00040;;;00080;;;00120
m0YHAjlzm1k,76,00:01:47,00:01:50,320,568,90,3,0,train,00015;;;00030;;;00045
m0b5YlECWS0,26,00:00:27,00:00:35,320,568,241,3,0,train,00040;;;00080;;;00120
m0vWMzdwPVc,48,00:02:39,00:02:47,320,568,240,3,0,train,00040;;;00080;;;00120
m2TJ3tU8mbo,11,00:03:03,00:03:07,320,426,100,3,0,train,00016;;;00032;;;00048
m2yYxgaT0uU,77,00:00:40,00:00:47,320,568,210,5,0,train,00035;;;00070;;;00105;;;00140;;;00175
m4mPPDoMSQI,44,00:00:02,00:00:05,320,568,75,3,0,train,00012;;;00024;;;00036
m83bvmTQ5vI,16,00:01:57,00:02:00,320,400,91,3,0,train,00015;;;00030;;;00045
mAZKtV8odxg,13,00:01:31,00:01:36,320,568,150,3,0,train,00025;;;00050;;;00075
mAj8svFm4ww,28,00:00:14,00:00:18,320,426,121,3,0,train,00020;;;00040;;;00060
mAvx2qaLpXw,22,00:00:39,00:00:46,320,568,168,3,0,train,00028;;;00056;;;00084
mC6k1yZBRJs,65,00:01:00,00:01:07,320,568,162,3,0,train,00027;;;00054;;;00081
mCA3GorQzPQ,67,00:01:34,00:01:37,320,480,90,3,0,train,00015;;;00030;;;00045
mE8VC1Fx8pM,67,00:00:05,00:00:08,320,568,90,3,0,train,00015;;;00030;;;00045
mEtqihF-Fgo,67,00:01:23,00:01:29,320,568,180,3,0,train,00030;;;00060;;;00090
mG0-G0A1xdc,78,00:15:30,00:15:34,320,568,121,3,0,train,00020;;;00040;;;00060
mH-M2SRg4Hs,55,00:00:05,00:00:13,320,568,240,3,0,train,00040;;;00080;;;00120
mHXNjZS74sE,22,00:00:01,00:00:09,320,426,240,3,0,train,00040;;;00080;;;00120
mLV-O2Rtcyk,48,00:00:00,00:00:04,320,426,121,5,0,train,00020;;;00040;;;00060;;;00080;;;00100
mMLZeaDxT1Y,34,00:01:39,00:01:44,320,568,150,3,0,train,00025;;;00050;;;00075
mN31EN5GdcM,66,00:00:05,00:00:09,320,568,120,3,0,train,00020;;;00040;;;00060
mOa94LHlRM4,18,00:00:09,00:00:17,320,568,240,3,0,train,00040;;;00080;;;00120
mPBAJiE5QH0,63,00:02:44,00:02:48,320,426,121,3,0,train,00020;;;00040;;;00060
mQkyRAHlwFM,77,00:01:57,00:02:03,320,426,90,3,0,train,00015;;;00030;;;00045
mRtieHC2u_U,36,00:02:02,00:02:05,320,568,90,3,0,train,00015;;;00030;;;00045
mRwirUREBZU,46,00:00:00,00:00:06,320,568,181,3,0,train,00030;;;00060;;;00090
mS2HvqQ7hdM,67,00:01:12,00:01:16,320,426,121,5,0,train,00020;;;00040;;;00060;;;00080;;;00100
mUfFoPwitUg,57,00:00:06,00:00:13,320,568,175,3,0,train,00029;;;00058;;;00087
mV9YK0o96tY,36,00:00:49,00:00:52,320,426,90,3,0,train,00015;;;00030;;;00045
mVLw-FkOOrI,48,00:01:20,00:01:23,320,426,45,3,0,train,00007;;;00014;;;00021
mWBSns8KUmg,78,00:23:36,00:23:39,320,568,75,3,0,train,00012;;;00024;;;00036
mWOTrm48IF4,73,00:03:01,00:03:09,320,426,240,3,0,train,00040;;;00080;;;00120
mX4J_iUxv_I,15,00:00:04,00:00:07,320,568,90,3,0,train,00015;;;00030;;;00045
mb4EXRkVtC0,41,00:00:06,00:00:11,320,568,120,3,0,train,00020;;;00040;;;00060
mc6dt6raby0,75,00:00:03,00:00:06,320,426,45,3,0,train,00007;;;00014;;;00021
mcClwDFjTHo,72,00:00:05,00:00:08,320,568,90,3,0,train,00015;;;00030;;;00045
mcNa4sAwukk,34,00:00:02,00:00:04,320,426,50,3,0,train,00008;;;00016;;;00024
mcdODLZPwiI,22,00:00:01,00:00:07,320,568,179,3,0,train,00029;;;00058;;;00087
mdIjgGxdsm0,44,00:00:19,00:00:26,320,568,210,3,0,train,00035;;;00070;;;00105
mijO0KDjv6M,17,00:02:26,00:02:31,320,426,125,3,0,train,00020;;;00040;;;00060
mjXa7692Wcw,57,00:01:20,00:01:26,320,568,180,3,0,train,00030;;;00060;;;00090
mnaZEGie2Xk,13,00:05:50,00:05:55,320,568,120,3,0,train,00020;;;00040;;;00060
mpF84OC5ing,18,00:01:08,00:01:16,320,568,200,3,0,train,00033;;;00066;;;00099
mqjTMIdeghU,18,00:00:14,00:00:16,320,640,51,3,0,train,00008;;;00016;;;00024
msJfjtmWd08,77,00:00:21,00:00:27,320,426,180,3,0,train,00030;;;00060;;;00090
mu31o9zzHQs,36,00:01:44,00:01:48,320,568,121,3,0,train,00020;;;00040;;;00060
mymYfX0jTbI,18,00:03:10,00:03:13,320,568,75,3,0,train,00012;;;00024;;;00036
mywY5WhwDSo,16,00:00:03,00:00:09,320,568,180,3,0,train,00030;;;00060;;;00090
mzbe4DqmUzg,65,00:00:35,00:00:38,320,426,90,3,0,train,00015;;;00030;;;00045
n-o-2U1WXTk,13,00:01:26,00:01:30,320,426,120,3,0,train,00020;;;00040;;;00060
n0NM0ey49z4,36,00:00:04,00:00:08,320,568,120,2,0,train,00040;;;00060
n3S17t2S2_8,68,00:00:02,00:00:08,320,426,180,3,0,train,00030;;;00060;;;00090
n3b4MFvR0Hg,48,00:00:00,00:00:06,320,426,181,3,0,train,00030;;;00060;;;00090
n6ZtOZiouUU,45,00:00:20,00:00:23,320,426,90,3,0,train,00015;;;00030;;;00045
n7ZSUqXv4mo,78,00:03:08,00:03:13,320,568,150,3,0,train,00025;;;00050;;;00075
n7cMNR5mc2A,35,00:00:26,00:00:33,320,426,211,3,0,train,00035;;;00070;;;00105
n8q3ryUVhyA,76,00:04:20,00:04:26,320,480,150,3,0,train,00025;;;00050;;;00075
n9j3a6ufL6Y,65,00:00:22,00:00:30,320,426,240,3,0,train,00040;;;00080;;;00120
nAaPim0We2A,54,00:00:07,00:00:10,320,568,75,3,0,train,00012;;;00024;;;00036
nDZab-bHXYs,78,00:07:15,00:07:21,320,568,151,3,0,train,00025;;;00050;;;00075
nEA3shHSQcE,36,00:00:32,00:00:36,320,568,120,3,0,train,00020;;;00040;;;00060
nEbM2svDsNU,75,00:01:05,00:01:07,320,426,60,3,0,train,00010;;;00020;;;00030
nJ86GS7kTpI,76,00:00:07,00:00:10,320,426,90,3,0,train,00015;;;00030;;;00045
nJYAPva5E7k,21,00:00:40,00:00:48,320,426,240,5,0,train,00040;;;00080;;;00120;;;00160;;;00200
nJ_jQb4aIqs,11,00:06:27,00:06:35,320,568,240,3,0,train,00040;;;00080;;;00120
nJzA-pT7srs,44,00:00:04,00:00:07,320,426,90,3,0,train,00015;;;00030;;;00045
nKhbcBa67hg,75,00:00:01,00:00:04,320,426,90,3,0,train,00015;;;00030;;;00045
nNa1cmaIoGw,17,00:00:29,00:00:31,320,568,49,3,0,train,00008;;;00016;;;00024
nTNCch1B-Ok,67,00:00:09,00:00:11,320,568,60,3,0,train,00010;;;00020;;;00030
nWzkFQMzz_s,57,00:00:31,00:00:35,320,568,120,3,0,train,00020;;;00040;;;00060
nYpA2zxTurE,72,00:00:10,00:00:13,320,568,90,3,0,train,00015;;;00030;;;00045
natppWePVQk,22,00:00:00,00:00:06,320,568,181,3,0,train,00030;;;00060;;;00090
ncVrVtHHad0,55,00:00:02,00:00:08,320,426,180,3,0,train,00030;;;00060;;;00090
nchMCH5Cf08,46,00:00:00,00:00:06,320,568,181,3,0,train,00030;;;00060;;;00090
nhvBCBpTIIc,41,00:00:06,00:00:12,320,568,150,3,0,train,00025;;;00050;;;00075
niGcpeTq4m4,55,00:00:44,00:00:52,320,426,241,3,0,train,00040;;;00080;;;00120
niThvHI7Zvk,48,00:04:43,00:04:47,320,568,121,3,0,train,00020;;;00040;;;00060
njmCUZwA6UE,54,00:00:06,00:00:09,320,426,75,2,0,train,00024;;;00036
nn4g5NPfxiI,46,00:00:17,00:00:20,320,426,90,3,0,train,00015;;;00030;;;00045
nrQDlcjsGFc,75,00:00:08,00:00:13,320,568,150,3,0,train,00025;;;00050;;;00075
nrma1Mk3jog,22,00:03:10,00:03:16,320,426,150,3,0,train,00025;;;00050;;;00075
nroB4KH_FKA,12,00:05:47,00:05:53,320,568,180,3,0,train,00030;;;00060;;;00090
nrwd_s27h88,18,00:00:32,00:00:37,320,568,125,3,0,train,00020;;;00040;;;00060
ntcKUdZxXPI,56,00:01:26,00:01:31,320,568,120,3,0,train,00020;;;00040;;;00060
ntkXQtHLsa8,28,00:00:23,00:00:30,320,426,210,3,0,train,00035;;;00070;;;00105
nvkBKknlQf0,63,00:03:40,00:03:47,320,568,210,3,0,train,00035;;;00070;;;00105
nwMHvnkIUKE,13,00:04:17,00:04:23,320,426,180,3,0,train,00030;;;00060;;;00090
nyUlcK53vWk,65,00:00:09,00:00:12,320,568,75,3,0,train,00012;;;00024;;;00036
o-Tv_rp-J-o,65,00:00:16,00:00:19,320,426,75,3,0,train,00012;;;00024;;;00036
o0-SoLQ_6Xg,13,00:02:04,00:02:12,320,568,240,3,0,train,00040;;;00080;;;00120
o0u0IFgFrFc,72,00:00:01,00:00:07,320,426,180,3,0,train,00030;;;00060;;;00090
o588gmcHcHM,75,00:00:17,00:00:20,320,426,90,3,0,train,00015;;;00030;;;00045
o5mNTeeTrZw,65,00:00:02,00:00:05,320,426,45,3,0,train,00007;;;00014;;;00021
o5mqLk9SY6E,17,00:04:51,00:04:59,320,568,240,3,0,train,00040;;;00080;;;00120
o6PfT-LwNyY,61,00:00:32,00:00:38,320,390,180,3,0,train,00030;;;00060;;;00090
o7d4XXuXcfg,22,00:00:09,00:00:11,320,480,60,3,0,train,00010;;;00020;;;00030
o84_fGz1R8s,22,00:00:07,00:00:12,320,568,149,3,0,train,00024;;;00048;;;00072
oBJj5QTb_54,48,00:08:42,00:08:48,320,568,180,3,0,train,00030;;;00060;;;00090
oGHlF64COjY,44,00:00:29,00:00:37,320,426,241,3,0,train,00040;;;00080;;;00120
oGqtEoL2HqM,66,00:00:07,00:00:11,320,426,120,3,0,train,00020;;;00040;;;00060
oICYKLYKgMg,48,00:00:10,00:00:14,320,426,42,3,0,train,00007;;;00014;;;00021
oJdnPGbUsyk,46,00:00:08,00:00:16,320,426,240,3,0,train,00040;;;00080;;;00120
oK63XGG4woI,75,00:00:09,00:00:12,320,426,90,3,0,train,00015;;;00030;;;00045
oRkwnpVbMuo,75,00:00:04,00:00:07,320,568,89,3,0,train,00014;;;00028;;;00042
oT_Cg6EY2tM,12,00:00:00,00:00:04,320,568,121,3,0,train,00020;;;00040;;;00060
oUOS5nO8-QU,46,00:00:41,00:00:47,320,426,181,3,0,train,00030;;;00060;;;00090
oWpDOuVaYxo,77,00:00:20,00:00:24,320,426,120,3,0,train,00020;;;00040;;;00060
oX4EEZvEGvw,17,00:02:24,00:02:27,320,568,90,3,0,train,00015;;;00030;;;00045
oYTUfM1vEjs,68,00:00:05,00:00:13,320,568,240,3,0,train,00040;;;00080;;;00120
ocAtoNVPvaE,15,00:00:13,00:00:16,320,480,91,3,0,train,00015;;;00030;;;00045
ocXYoGbiMs4,48,00:03:36,00:03:40,320,568,120,3,0,train,00020;;;00040;;;00060
odHRx-9JPBk,54,00:00:11,00:00:16,320,474,151,3,0,train,00025;;;00050;;;00075
oej_ywWsXVY,21,00:00:16,00:00:24,320,426,96,3,0,train,00016;;;00032;;;00048
ohOQFVw5nEg,45,00:00:43,00:00:48,320,568,151,3,0,train,00025;;;00050;;;00075
oiFkDDhNX1A,15,00:00:01,00:00:05,320,568,120,5,0,train,00020;;;00040;;;00060;;;00080;;;00100
om-A-KB59Qo,36,00:00:25,00:00:29,320,568,120,3,0,train,00020;;;00040;;;00060
on7MOeFewcc,55,00:00:45,00:00:50,320,426,151,3,0,train,00025;;;00050;;;00075
oqIQ1TiFdns,61,00:00:03,00:00:11,320,568,240,3,0,train,00040;;;00080;;;00120
orNEyK0AoEA,28,00:00:04,00:00:10,320,568,178,3,0,train,00029;;;00058;;;00087
ot_to1gZwjI,15,00:00:06,00:00:11,320,568,150,5,0,train,00025;;;00050;;;00075;;;00100;;;00125
ou7ya-b5a1o,21,00:00:01,00:00:07,320,568,180,3,0,train,00030;;;00060;;;00090
ouFmCnCh1wk,73,00:00:00,00:00:06,320,426,181,3,0,train,00030;;;00060;;;00090
ouWJa6FC7-E,56,00:00:20,00:00:25,320,426,150,3,0,train,00025;;;00050;;;00075
ouzQ26oEhzE,17,00:01:14,00:01:22,320,568,241,3,0,train,00040;;;00080;;;00120
ovd9ssLDoZw,55,00:00:00,00:00:08,320,426,120,3,0,train,00020;;;00040;;;00060
oyTZDNARzic,44,00:01:02,00:01:05,320,568,75,3,0,train,00012;;;00024;;;00036
ozDMyZyus3M,76,00:00:00,00:00:06,320,426,163,3,0,train,00027;;;00054;;;00081
p1niCzFd4iI,22,00:01:04,00:01:08,320,426,100,3,0,train,00016;;;00032;;;00048
p2T3uychE4E,73,00:00:30,00:00:36,320,426,181,3,0,train,00030;;;00060;;;00090
p6u1V9Pgyvs,68,00:00:04,00:00:08,320,566,96,5,0,train,00016;;;00032;;;00048;;;00064;;;00080
pBf6ud04HNw,34,00:05:27,00:05:35,320,480,240,3,0,train,00040;;;00080;;;00120
pD9ro9h--Bc,36,00:01:27,00:01:30,320,568,91,3,0,train,00015;;;00030;;;00045
pEBflN1TFXk,15,00:00:07,00:00:12,320,568,150,3,0,train,00025;;;00050;;;00075
pFq5V81sGRQ,77,00:00:39,00:00:45,320,568,180,3,0,train,00030;;;00060;;;00090
pH02zLhqcaE,34,00:00:08,00:00:16,320,568,240,3,0,train,00040;;;00080;;;00120
pL-sM9egNS0,13,00:01:25,00:01:28,320,426,90,3,0,train,00015;;;00030;;;00045
pLVTS2PJ6OM,26,00:00:00,00:00:08,320,426,241,3,0,train,00040;;;00080;;;00120
pN5JXPrdM8w,73,00:00:56,00:01:02,320,426,181,3,0,train,00030;;;00060;;;00090
pOLG9YhJwzE,61,00:00:01,00:00:07,320,426,90,3,0,train,00015;;;00030;;;00045
pOqRFj2DMKA,75,00:00:04,00:00:07,320,426,90,3,0,train,00015;;;00030;;;00045
pRikOCJF2K4,21,00:00:02,00:00:06,320,426,120,3,0,train,00020;;;00040;;;00060
pRtaNmwZ2Ig,43,00:00:38,00:00:42,320,568,96,3,0,train,00016;;;00032;;;00048
pUW4DPda160,75,00:00:39,00:00:42,320,480,90,3,0,train,00015;;;00030;;;00045
pUXhKrMX3gc,57,00:01:02,00:01:07,320,568,150,3,0,train,00025;;;00050;;;00075
pV81hl_A9TI,21,00:00:11,00:00:17,320,568,144,3,0,train,00024;;;00048;;;00072
pXQHtzyCzpM,65,00:01:46,00:01:49,320,568,90,3,0,train,00015;;;00030;;;00045
p_x90xpb46s,16,00:00:02,00:00:10,320,568,240,3,0,train,00040;;;00080;;;00120
pach8L4n1Bk,54,00:00:12,00:00:15,320,568,91,3,0,train,00015;;;00030;;;00045
pad50WpwrFs,18,00:01:47,00:01:52,320,568,150,3,0,train,00025;;;00050;;;00075
pc-yi6MTvdI,12,00:00:00,00:00:08,320,568,241,3,0,train,00040;;;00080;;;00120
pfW2yk9FlgM,13,00:01:48,00:01:53,320,568,120,5,0,train,00020;;;00040;;;00060;;;00080;;;00100
pgwKrqVOzhI,34,00:00:27,00:00:30,320,568,91,3,0,train,00015;;;00030;;;00045
phMRkVWHWkU,26,00:00:09,00:00:14,320,426,150,3,0,train,00025;;;00050;;;00075
pihBROpwgXU,48,00:00:03,00:00:10,320,568,189,3,0,train,00031;;;00062;;;00093
plBUaDcbE_k,16,00:00:01,00:00:04,320,568,75,3,0,train,00012;;;00024;;;00036
pq1Now74l7g,63,00:00:00,00:00:06,320,568,181,3,0,train,00030;;;00060;;;00090
pr9a2SYhx1I,72,00:00:02,00:00:08,320,568,180,3,0,train,00030;;;00060;;;00090
prUyWk7awr8,34,00:02:24,00:02:28,320,568,120,3,0,train,00020;;;00040;;;00060
psw6WjHgl9U,77,00:00:14,00:00:19,320,426,50,3,0,train,00008;;;00016;;;00024
ptm23KnhQwI,18,00:00:00,00:00:06,320,426,181,3,0,train,00030;;;00060;;;00090
pw1W9DW26EE,63,00:00:47,00:00:52,320,568,150,3,0,train,00025;;;00050;;;00075
pxf5ZeHB3-U,72,00:00:00,00:00:06,320,480,181,3,0,train,00030;;;00060;;;00090
pz1VZaNQjXY,17,00:03:04,00:03:08,320,568,100,3,0,train,00016;;;00032;;;00048
q-Q51uuejuw,54,00:00:06,00:00:09,320,568,90,3,0,train,00015;;;00030;;;00045
q01o1J7zy5A,66,00:00:01,00:00:09,320,568,240,3,0,train,00040;;;00080;;;00120
q4c27aSHjls,77,00:01:06,00:01:09,320,568,90,3,0,train,00015;;;00030;;;00045
q4jeW0iSA9Y,17,00:00:46,00:00:49,320,568,90,3,0,train,00015;;;00030;;;00045
q9S4LNyjc8s,26,00:00:32,00:00:40,320,426,120,3,0,train,00020;;;00040;;;00060
q9TtLiVKDy8,12,00:00:00,00:00:08,320,568,241,3,0,train,00040;;;00080;;;00120
q9g_GocTJ-g,21,00:00:05,00:00:13,320,568,192,3,0,train,00032;;;00064;;;00096
qA-IdLVtH-M,63,00:00:00,00:00:08,320,568,193,3,0,train,00032;;;00064;;;00096
qALaJk9PV3U,76,00:00:15,00:00:19,320,568,121,3,0,train,00020;;;00040;;;00060
qBAh2zN7se4,36,00:00:01,00:00:05,320,426,120,3,0,train,00020;;;00040;;;00060
qBy1SsSoxW0,43,00:00:00,00:00:06,320,584,181,5,0,train,00030;;;00060;;;00090;;;00120;;;00150
qEJZkX6_5Iw,63,00:00:00,00:00:06,320,568,181,3,0,train,00030;;;00060;;;00090
qEkZSu0A4zQ,67,00:00:02,00:00:08,320,568,180,2,0,train,00030;;;00060
qF6vt5avEec,55,00:01:09,00:01:17,320,568,192,3,0,train,00032;;;00064;;;00096
qFFBaU7Lqa0,17,00:00:04,00:00:08,320,426,120,3,0,train,00020;;;00040;;;00060
qFgjS0-pkpg,55,00:00:00,00:00:05,320,426,151,3,0,train,00025;;;00050;;;00075
qGZY9NVgPrE,22,00:00:58,00:01:06,320,426,104,3,0,train,00017;;;00034;;;00051
qHDPlfHcPos,21,00:01:00,00:01:08,320,568,241,3,0,train,00040;;;00080;;;00120
qIxRXG1uKyM,28,00:00:29,00:00:34,320,568,151,3,0,train,00025;;;00050;;;00075
qJqWqWPbVfE,73,00:00:00,00:00:04,320,426,121,3,0,train,00020;;;00040;;;00060
qK4dHSk5nbQ,67,00:00:02,00:00:10,320,426,120,3,0,train,00020;;;00040;;;00060
qKZRQ-HQ9Cc,34,00:00:05,00:00:07,320,426,60,3,0,train,00010;;;00020;;;00030
qKxfNKw6THo,66,00:00:06,00:00:09,320,568,72,3,0,train,00012;;;00024;;;00036
qLMl-WPfFno,66,00:00:31,00:00:39,320,426,192,3,0,train,00032;;;00064;;;00096
qLyLU14zxWU,65,00:00:18,00:00:22,320,568,100,3,0,train,00016;;;00032;;;00048
qNyus0tHwGg,26,00:06:47,00:06:50,320,426,43,3,0,train,00007;;;00014;;;00021
qQLAXjvIs7U,61,00:00:32,00:00:37,320,426,150,5,0,train,00025;;;00050;;;00075;;;00100;;;00125
qRUkBGsIcpQ,34,00:00:00,00:00:08,320,568,241,3,0,train,00040;;;00080;;;00120
qRth_LInVIM,13,00:01:08,00:01:14,320,572,180,3,0,train,00030;;;00060;;;00090
qRtvY0C8SQg,28,00:00:07,00:00:14,320,568,210,5,0,train,00035;;;00070;;;00105;;;00140;;;00175
qUcCZTnImCI,73,00:00:12,00:00:18,320,426,150,3,0,train,00025;;;00050;;;00075
qWPYmLBMzqw,56,00:01:25,00:01:28,320,568,90,3,0,train,00015;;;00030;;;00045
qZOK67jJBRQ,36,00:02:45,00:02:50,320,568,126,3,0,train,00021;;;00042;;;00063
qhpz14krqOM,61,00:00:24,00:00:32,320,426,200,3,0,train,00033;;;00066;;;00099
qi1p0yh4X3I,44,00:02:37,00:02:42,320,568,125,3,0,train,00020;;;00040;;;00060
qjOfux7Kacg,34,00:00:34,00:00:38,320,568,120,3,0,train,00020;;;00040;;;00060
qjn56iwc6nQ,66,00:00:00,00:00:03,320,568,91,3,0,train,00015;;;00030;;;00045
qjq5iJm0ASQ,72,00:00:00,00:00:05,320,568,121,3,0,train,00020;;;00040;;;00060
qkxy4NR8NmQ,28,00:00:07,00:00:10,320,568,36,3,0,train,00006;;;00012;;;00018
ql5FRNQvxng,61,00:00:00,00:00:08,320,568,241,3,0,train,00040;;;00080;;;00120
qlXKFC-JEOA,26,00:00:10,00:00:16,320,426,180,3,0,train,00030;;;00060;;;00090
qlaBSnLq45s,73,00:01:33,00:01:38,320,568,150,3,0,train,00025;;;00050;;;00075
qnC8QD72CDc,73,00:00:32,00:00:34,320,568,48,3,0,train,00008;;;00016;;;00024
qnHxfZ6BU2M,61,00:00:04,00:00:09,320,426,150,3,0,train,00025;;;00050;;;00075
qrNkLVUGRPE,76,00:00:00,00:00:06,320,426,90,3,0,train,00015;;;00030;;;00045
quAOveAFFRs,56,00:01:41,00:01:44,320,426,90,3,0,train,00015;;;00030;;;00045
qvmGpL3qM7E,18,00:00:07,00:00:09,320,640,50,3,0,train,00008;;;00016;;;00024
qxg7VIqXw0U,26,00:00:12,00:00:17,320,568,151,3,0,train,00025;;;00050;;;00075
qxl0VV0vZ9Y,17,00:05:03,00:05:08,320,568,125,3,0,train,00020;;;00040;;;00060
qz0EPVi4eGA,18,00:00:52,00:01:00,320,426,200,3,0,train,00033;;;00066;;;00099
r0MULKiQNEA,77,00:00:36,00:00:44,320,568,192,3,0,train,00032;;;00064;;;00096
r0_6RJyMTvE,21,00:00:50,00:00:58,320,568,240,3,0,train,00040;;;00080;;;00120
r0fUGV_y1Z4,55,00:00:04,00:00:12,320,426,120,3,0,train,00020;;;00040;;;00060
r3AekbjvvQE,22,00:00:07,00:00:15,320,568,192,3,0,train,00032;;;00064;;;00096
r7b0G7OYea8,34,00:00:12,00:00:16,320,568,121,3,0,train,00020;;;00040;;;00060
r96y7-Hq0Rc,77,00:00:01,00:00:04,320,568,90,3,0,train,00015;;;00030;;;00045
r9wOJgzDUuY,46,00:00:30,00:00:35,320,568,92,3,0,train,00015;;;00030;;;00045
rAs5d8YcHrs,73,00:00:56,00:01:04,320,564,241,3,0,train,00040;;;00080;;;00120
rAsVfHN0dgA,67,00:00:18,00:00:23,320,426,150,3,0,train,00025;;;00050;;;00075
rC8sCJS5R2s,68,00:00:24,00:00:28,320,580,100,3,0,train,00016;;;00032;;;00048
rCJXCc7DTVs,16,00:00:00,00:00:05,320,426,126,3,0,train,00021;;;00042;;;00063
rGpQ-L2Jf7s,65,00:00:17,00:00:20,320,568,90,3,0,train,00015;;;00030;;;00045
rHVHWJ5QyZA,65,00:01:27,00:01:30,320,426,45,3,0,train,00007;;;00014;;;00021
rHZN9drN-z8,28,00:01:05,00:01:08,320,568,90,3,0,train,00015;;;00030;;;00045
rKLgTdFRG9M,13,00:00:00,00:00:03,320,568,91,3,0,train,00015;;;00030;;;00045
rKUipxR3bDc,18,00:01:11,00:01:14,320,568,75,3,0,train,00012;;;00024;;;00036
rLH04rgiUAc,17,00:00:10,00:00:15,320,568,150,3,0,train,00025;;;00050;;;00075
rMalHvtuiOw,43,00:01:22,00:01:25,320,568,75,3,0,train,00012;;;00024;;;00036
rQFwfobW4yk,13,00:01:50,00:01:53,320,568,90,3,0,train,00015;;;00030;;;00045
rQXrsa2DE8A,11,00:00:07,00:00:15,320,426,200,3,0,train,00033;;;00066;;;00099
rRZa5o2_6eo,78,00:00:59,00:01:02,320,568,91,3,0,train,00015;;;00030;;;00045
rSslXCpjWaA,72,00:00:03,00:00:11,320,480,120,3,0,train,00020;;;00040;;;00060
rXXX3dSyOx0,78,00:00:06,00:00:09,320,568,90,3,0,train,00015;;;00030;;;00045
r_qf94YIE2s,13,00:01:45,00:01:48,320,568,76,3,0,train,00012;;;00024;;;00036
raSAG4g5Vac,28,00:00:27,00:00:35,320,568,200,3,0,train,00033;;;00066;;;00099
rcoqA78FH9A,13,00:00:43,00:00:46,320,568,91,3,0,train,00015;;;00030;;;00045
rddVOOjkAJM,57,00:01:18,00:01:21,320,568,90,3,0,train,00015;;;00030;;;00045
rewc22JdDRk,11,00:03:25,00:03:33,320,568,240,3,0,train,00040;;;00080;;;00120
rh7KN644UK8,76,00:00:04,00:00:09,320,568,150,3,0,train,00025;;;00050;;;00075
rhAUIawlUEM,41,00:00:00,00:00:08,320,426,241,3,0,train,00040;;;00080;;;00120
rhHUc5qEnuc,11,00:00:30,00:00:38,320,426,241,3,0,train,00040;;;00080;;;00120
rj2coSPSnZU,75,00:00:58,00:01:00,320,426,61,3,0,train,00010;;;00020;;;00030
rkHpNf-Ox7w,43,00:00:41,00:00:45,320,568,100,3,0,train,00016;;;00032;;;00048
rkbD73oEu_Q,11,00:01:13,00:01:18,320,568,120,3,0,train,00020;;;00040;;;00060
rljU3gkUVgQ,68,00:00:06,00:00:09,320,426,75,2,0,train,00024;;;00036
roRWQY_qIZA,34,00:00:16,00:00:18,320,568,60,3,0,train,00010;;;00020;;;00030
rrrQJto8xJU,78,00:06:45,00:06:53,320,568,241,3,0,train,00040;;;00080;;;00120
rsrUdpv6aLU,65,00:00:02,00:00:04,320,426,60,3,0,train,00010;;;00020;;;00030
ruOpQBeBcng,57,00:00:00,00:00:07,320,426,211,3,0,train,00035;;;00070;;;00105
rudFo8slnBk,57,00:00:12,00:00:16,320,568,121,3,0,train,00020;;;00040;;;00060
rw_sVuu4KE0,46,00:00:18,00:00:21,320,426,90,3,0,train,00015;;;00030;;;00045
ryzeQPtRBQY,63,00:01:00,00:01:06,320,568,181,3,0,train,00030;;;00060;;;00090
